URL || System Output || ODP Ground Truth
http://www.ieeta.pt/~tos/goldbach.html || Goldbach 's conjecture proves and extends the name as probable . || Computational results up to 3.10 ^ 17 and graphics by TomÃ s Oliveira e Silva .
http://clifford.org/ || Aims to produce tools for use with clifford algebra . Includes information on the visualisation libraries and calculators produced , as well as downloads . || Includes an abstracts mailing list , information on events and back copies of the journal `` Advances in Applied Clifford Algebras '' .
http://www.idviz.com/ || Offering web and graphic design , multimedia services and web application development . Projects , contacts . || Web development and multimedia services .
http://www.afjarvis.staff.shef.ac.uk/ || University of Sheffield . Epresentation theory of finite groups , algebraic number theory , brauer groups , ring theory , algebraic coding theory . Selected publications , teaching material . || University of Sheffield . Algebraic number theory and algebraic geometry ; in particular , the theory of modular forms and Galois representations . Publications , teaching materials .
http://athletics.plymouth.edu/sports/sball/index || Colonials . Pictures , roster , game schedule , statistics , scores and coaching staff . || Panthers . Coach 's profile , picture gallery , roster , statistics , game schedule , results and history .
http://www.goduquesne.com/sports/w-lacros/duqu-w-lacros-body.html || Sports . Season outlook , player roster , game schedule , past results , coaching staff and news items . || Dukes . Season preview , pictures , game schedule , roster , coaching staff and statistics .
http://www.littleeast.com/sports/mbkb/index || The official site of the Little East Conference . Media guides , rosters , schedules , results , statistics , and records . || Official site featuring conference standings , schedules , results , statistics and tournament news .
http://www.regisrangers.com/sports/wlax/index || Lady eagles . Includes schedule with results , roster , statistics , news , quick facts and information on coaches . || Rangers . Includes schedule with results , roster , statistics , history , news , quick facts and information on coaches .
http://www.tommiesports.com/mbb/ || Official site of the MIAC . Features news , game schedules , scores , and statistics . || The Tommies ' official site . Features news , schedules , and statistics .
http://www.potomacsquash.com/ || Information on facilities , including tennis and fitness suite , membership and news updates . Located in FastDomain Inc , Potomac Squash Club , Potomac Squash . || Provides details of their facilities , fees , and an application and court reservation form . Located in Potomac , Maryland , United States .
http://www.yaledailynews.com/ || Stories from the twice-weekly student newspaper of wesleyan university in middletown . || Student newspaper of Yale University in New Haven . Includes course critique and cover images .
http://www.carllewis.com/ || Diane of the youngest runners ever to break Parker for 1500 metres . Profile , blog and photos . Usa and great britain . || Official site of the multi-sport Olympian . Includes photographs , biographical information , affiliated enterprises and charities , and videos .
http://www.ota.be/linux/workshops/19981017/wine.html ||  || An introduction .
http://www.austms.org.au/Publ/Jamsb/ || Australian Mathematical Society - applied mathematics . Full text to subscribers . || Formerly the Journal of the Australian Mathematical Society - Applied Mathematics . Full text to subscribers .
http://www.twincitiessolutions.com/ || Offers design , database , and consulting services . || Offers design and consulting services .
http://ltbaddowcc.hitscricket.com/default.aspx || Includes news , history , fixtures , results , averages , League Tables and photographs for the club based in Essex . || Includes news , history , fixtures , results , averages , league tables and photographs for the club based in Essex .
http://www.eurosport.com/cricket/ || Breaking news and feature stories . || Breaking news and feature stories .
http://www.rastersoft.com/fbzx.html || An open source 16k/48k/128k / ay / +2 a/inves spectrum + emulator for dos . || An open source 128K , +2 , +2 A emulator for Linux/SDL designed to work at full screen using the FrameBuffer .
http://zxplanet.emuunlim.com || A Planet / +2 emulator for the com . || Emulator site for the ZX Spectrum . Has a large collection of emulators , games and utilities .
